X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.274957070989,47.4748287965752,265,2325,21156,661,Showalter Middle School,Showalter,4628 S 144th St,98168,-122.27495943,47.47482688,10,TUKWILA,1523049108,152304,9108,School-Junior High/Middle,2564
-122.117405323776,47.5619380716105,266,347,100,660,Cougar Ridge Elementary School,Cougar Ridge,4630 167th Ave SE,98006,-122.1174072,47.56193584,10,ISSAQUAH,1324059077,132405,9077,School-Elementary,4375
-122.274086217558,47.4743408165284,267,6600240,21157,665,Administration Center-Tukwila,Admin,4640 S 144th St,98168,-122.27408858,47.4743389,10,TUKWILA,1523049108,152304,9108,School-Other Facility,0
-122.33152207983,47.6634676070297,268,2193,334273,660,The Meridian School,Meridian,4649 Sunnyside Ave N,98103,-122.33152358,47.66346581,20,SEATTLE,0825049102,082504,9102,School-Elementary,0
-121.714742500693,47.4736279726519,269,6600677,24465,661,Twin Falls Middle School,Twin Falls,46910 SE Middle Fork Rd,98045,-121.71474378,47.47362566,10,SNOQUALMIE VALLEY,1823099046,182309,9046,School-Junior High/Middle,5135
-122.155368173841,47.5589913648034,270,178,101,662,Forest Ridge School of the Sacred Heart,Forest Ridge High,4800 139th Ave SE,98006,-122.15537008,47.55898921,20,BELLEVUE,2224059005,222405,9005,School-High,0
-122.155877696009,47.5591170488849,271,6600353,242530,661,Forest Ridge School of the Sacred Heart,Forest Ridge,4800 139th Ave SE,98006,-122.15587961,47.5591149,20,BELLEVUE,2224059005,222405,9005,School-Junior High/Middle,0
-122.271995335096,47.5239092587879,272,6600334,525468,660,South Shore K-8 School,South Shore,4800 S Henderson St,98118,-122.27199745,47.52390734,10,SEATTLE,2123700250,212370,0250,School-Elementary,0
-122.336795403386,47.6639136218037,273,854,12407,660,St. Benedict School,St. Benedict,4811 Wallingford Ave N,98103,-122.3367969,47.66391184,20,SEATTLE,4083800835,408380,0835,School-Elementary,0
-122.348348584779,47.6647915396248,274,6600664,325960,660,KapKa Cooperative School,KapKa Coop,4918 Linden Ave N,98103,-122.34835007,47.66478978,20,SEATTLE,9521100946,952110,0946,School-Elementary,0
-122.318895863374,47.5581262999211,275,913,499517,660,Maple Elementary School,Maple,4925 Corson Ave S,98108,-122.31889783,47.55812445,10,SEATTLE,3869400560,386940,0560,School-Elementary,2353
-121.911207694634,47.6515119327242,276,269,157,660,Carnation School,Carnation,4950 Tolt Ave,98014,-121.91120898,47.65150946,10,RIVERVIEW,1625079060,162507,9060,School-Elementary,2485
-122.162160285651,47.2807828509646,277,19,787661,662,Auburn Adventist Academy High School,Auburn Adventist,5000 Auburn Way S,98092,-122.16216372,47.28078071,20,AUBURN,2721059042,272105,9042,School-High,0
-122.27345397069,47.6637257604894,278,880,12406,660,Villa Academy School,Villa Academy,5001 NE 50th St,98105,-122.27345546,47.66372386,20,SEATTLE,1025049038,102504,9038,School-Elementary,0
-122.2221759978,47.2677641648764,279,2191,59,662,Auburn Riverside High School,Riverside,501 Oravetz Rd SE,98092,-122.22217951,47.26776216,10,AUBURN,6655000026,665500,0026,School-High,4474
-122.220037716924,47.5577876527848,280,2133,185598,662,Northwest Yeshiva High School,NW Yeshiva,5017 90th Ave SE,98040,-122.22003967,47.55778564,20,MERCER ISLAND,4351300740,435130,0740,School-High,0
-122.149227529205,47.6147942999014,281,203,114407,661,Odle Middle School,Odle,502 143rd Ave NE,98007,-122.14922918,47.61479216,10,BELLEVUE,8839900080,883990,0080,School-Junior High/Middle,3631
-122.222677042749,47.3106470146449,282,6600629,37,665,Auburn Adminstrative Annex,Admin Annex,502 4th St NE,98002,-122.22268031,47.31064501,10,AUBURN,1821059082,182105,9082,School-Other Facility,0
-122.126425620742,47.557004640105,283,6600354,243456,661,Hillside Student Community School,Hillside ,5027 159th Pl SE,98006,-122.12642752,47.55700242,20,ISSAQUAH,2324059028,232405,9028,School-Junior High/Middle,0
-122.223041775815,47.2940182976015,284,50,48,660,Holy Family Catholic School,Holy Family Catholic,505 17th St SE,98002,-122.22304514,47.29401629,20,AUBURN,1921059018,192105,9018,School-Elementary,0
-122.268549805245,47.5457898794245,285,1026,495696,660,Graham Hill Elementary School,Graham Hill,5149 S Graham St,98118,-122.26855182,47.54578796,10,SEATTLE,1102000138,110200,0138,School-Elementary,3378
-122.356817783262,47.649761973524,286,10000024,839162,663,Washington Academy of Languages,WA Academy of Languages,521 Wall St,98121,-122.35681934,47.64976022,20,SEATTLE,0697000064,069700,0064,School-College or University,0
-122.195493459976,47.6565467263183,287,10000030,8639,662,Puget Sound Adventist Academy,Adventist Academy,5320 108th Ave NE,98033,-122.19549495,47.65654469,20,LAKE WASHINGTON,1725059198,172505,9198,School-High,0
-122.222704743586,47.5537518563437,288,542,9280,660,Island Park Elementary School,Island Park,5437 Island Crest Way,98040,-122.22270671,47.55374985,10,MERCER ISLAND,1924059040,192405,9040,School-Elementary,3162
-122.007960674097,47.1870760619816,289,298,207,661,Enumclaw Middle School,Enumclaw Middle,550 Semanski St S,98022,-122.00796261,47.1870746,10,ENUMCLAW,2620069020,262006,9020,School-Junior High/Middle,4210
-122.313909908009,47.5523015362919,290,905,490884,664,Grover Cleveland STEM High School,Grover Cleveland,5511 15th Ave S,98108,-122.3139119,47.55229968,10,SEATTLE,7549802085,754980,2085,School-Alternative,2392
-122.195782235658,47.6575002005915,291,6600168,35858,663,Northwest University,Northwest University,5520 108th Ave NE,98033,-122.19578372,47.65749816,10,LAKE WASHINGTON,1725059203,172505,9203,School-College or University,0
-122.045376119578,47.5366293136605,292,358,2415,660,Issaquah Valley Elementary School,Issaquah Valley,555 NW Holly St,98027,-122.04537808,47.5366269,10,ISSAQUAH,2824069012,282406,9012,School-Elementary,3673
-122.362238927485,47.6701777407305,293,903,12307,660,West Woodland Elementary School,West Woodland,5601 4th Ave NW,98107,-122.36224039,47.67017601,10,SEATTLE,2768000375,276800,0375,School-Elementary,2142
-122.264083028106,47.3194316463159,294,7,33,660,Evergreen Heights Elementary School,Evergreen Heights,5602 S 316th St,98001,-122.26408625,47.31942973,10,AUBURN,1121049022,112104,9022,School-Elementary,3745
-122.26135948148,47.3338448125925,295,6600283,692199,660,Meredith Hill Elementary School,Meredith Hill,5830 S 300th St  ,98001,-122.26136263,47.33384289,10,FEDERAL WAY,0221049149,022104,9149,School-Elementary,4480
-122.259132135213,47.468914133583,296,6600241,21158,660,Tukwila Elementary School,Tukwila,5939 S 149th St,98168,-122.25913453,47.4689122,10,TUKWILA,3597000120,359700,0120,School-Elementary,3488
-122.362138345222,47.5486221466458,297,882,498220,664,Louisa Boren STEM K-8 School,Louisa Boren,5950 Delridge Way SW,98106,-122.36214035,47.54862035,10,SEATTLE,3438501230,343850,1230,School-Alternative,0
-122.351090838088,47.5485179506928,298,892,786088,663,South Seattle College,South Seattle College,6000 16th Ave SW,98106,-122.35109284,47.54851614,10,SEATTLE,6171900005,617190,0005,School-College or University,0
-122.138310180729,47.6621132843413,299,612,568273,660,Benjamin Rush Elementary School,Benjamin Rush,6101 152nd Ave NE,98052,-122.1383116,47.66211114,10,LAKE WASHINGTON,1125059014,112505,9014,School-Elementary,0
-122.325165841968,47.4844213067453,300,1268,152,660,Cedarhurst Elementary School,Cedarhurst,611 S 132nd St,98168,-122.32516815,47.48441945,10,HIGHLINE,1446403320,144640,3320,School-Elementary,2926
-122.392119311483,47.6734992329571,301,895,324373,660,Adams Elementary School,Adams,6110 28th Ave NW,98107,-122.39212076,47.67349756,10,SEATTLE,6658000060,665800,0060,School-Elementary,2138
-122.341454382649,47.496424495944,302,1201,831172,662,New Start High School,New Start,614 SW 120th St,98146,-122.34145662,47.49642266,10,HIGHLINE,0723049248,072304,9248,School-High,0
-122.23530279022,47.2964663229301,303,6600519,47,665,Auburn Maint/Ops/Trans Center,Auburn MOT,615 15th St SW,98001,-122.23530614,47.29646435,10,AUBURN,2421049097,242104,9097,School-Other Facility,0
-122.306013618881,47.5969203813261,304,1191,452159,660,Giddens School,Giddens,620 20th Ave S,98144,-122.30601541,47.59691852,20,SEATTLE,3319501965,331950,1965,School-Elementary,0
-122.220143552896,47.2745259840262,305,6600534,57,661,Mt. Baker Middle School,Mt. Baker,620 37th St SE,98002,-122.22014703,47.27452397,10,AUBURN,3021059031,302105,9031,School-Junior High/Middle,4462
-122.229658222945,47.3856926447166,306,6600644,616921,661,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032,-122.22966108,47.38569065,10,KENT,5385600005,538560,0005,School-Junior High/Middle,5016
-122.262934305906,47.6736525494819,307,979,834819,660,Sand Point School,Sand Point,6208 60th Ave NE,98115,-122.26293576,47.67365063,10,SEATTLE,1125049134,112504,9134,School-Elementary,5205
-122.262930247623,47.6736526004065,308,6600699,834819,660,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115,-122.2629317,47.67365068,10,SEATTLE,1125049134,112504,9134,School-Elementary,
-122.154148685554,47.6161685573204,309,163,98414,660,Cedar Park Christian International School,Cedar Park Christian Intl,625 140th Ave NE,98005,-122.15415033,47.61616643,20,BELLEVUE,3425059003,342505,9003,School-Elementary,0
-122.324894010749,47.3195978745911,310,90,2375,660,Mirror Lake Elementary School,Mirror Lake,625 S 314th St,98003,-122.32489723,47.31959607,10,FEDERAL WAY,0821049035,082104,9035,School-Elementary,3159
-122.253278464043,47.4924531992519,311,1306,506131,660,Campbell Hill Elementary School,Campbell Hill,6418 S 124th St,98178,-122.25328073,47.49245126,10,RENTON,1123049102,112304,9102,School-Elementary,3034
-122.106234958585,47.664283130784,312,6600647,367265,663,Lake Washington Institute of Technology Redmond Campus,Lake Washington IT,6505 176th Ave NE,98052,-122.10623634,47.66428093,10,LAKE WASHINGTON,1225059043,122505,9043,School-College or University,0
-122.324294551406,47.5963011137473,313,6600708,978954,662,Puget Sound Community School,Puget Sound Comm,660 S Dearborn St,98134,-122.32429635,47.59629929,20,SEATTLE,5247802530,524780,2530,School-High,
-122.276909750932,47.5417437805471,314,1020,833906,660,Brighton School,Brighton,6725 45th Ave S,98118,-122.27691179,47.54174187,10,SEATTLE,3812400550,381240,0550,School-Elementary,0
-122.251689955492,47.7370580071862,315,242,149230,660,Arrowhead Elementary School,Arrowhead,6725 NE Arrowhead Dr,98028,-122.25169112,47.73705607,10,NORTHSHORE,1426049070,142604,9070,School-Elementary,3107
-122.373490420065,47.5417645860268,316,6600430,490868,660,West Seattle Elementary School,West Seattle,6760 34th Ave SW,98126,-122.37349246,47.5417628,10,SEATTLE,2524039050,252403,9050,School-Elementary,0
-122.324879704933,47.5416068694322,317,10000025,486287,663,South Seattle College-Georgetown Campus,SSC Georgetown,6800 E Marginal Way S,98108,-122.32488174,47.54160502,10,SEATTLE,0001800137,000180,0137,School-College or University,0
-122.185188461489,47.5403904679204,318,6600679,9370,661,Risdon Middle School,Risdon,6928 116th Ave SE,98056,-122.18519047,47.54038838,10,RENTON,2824059127,282405,9127,School-Junior High/Middle,0
-122.308278219887,47.6254790631908,319,949,442411,660,St. Joseph School,St. Joseph,700 18th Ave E,98112,-122.30827988,47.62547722,20,SEATTLE,1336800825,133680,0825,School-Elementary,0
-122.028711927644,47.5223646597607,320,355,570012,662,Issaquah High School,Issaquah High,700 2nd Ave SE,98027,-122.02871395,47.52236219,10,ISSAQUAH,3424069030,342406,9030,School-High,3385
-122.276180207188,47.6806393527526,321,984,352107,660,View Ridge Elementary School,View Ridge,7047 50th Ave NE,98115,-122.27618163,47.68063746,10,SEATTLE,7974200250,797420,0250,School-Elementary,2667
-122.323033077208,47.6253088419465,322,2195,447371,663,Cornish College Kerry Hall,Cornish College Kerry Hall,710 E Roy St,98102,-122.32303474,47.62530702,10,SEATTLE,9831200125,983120,0125,School-College or University,0
-122.32468855854,47.5236108464252,323,907,528808,660,Concord International Elementary School,Concord,723 S Concord St,98108,-122.32469068,47.52360899,10,SEATTLE,7885100255,788510,0255,School-Elementary,2199
-122.304294136764,47.6264437034911,324,937,435298,662,Holy Names Academy,Holy Names,728 21st Ave E,98112,-122.3042958,47.62644185,20,SEATTLE,1338800660,133880,0660,School-High,0
-122.180674206457,47.6702323713538,325,461,8633,660,Holy Family Parish School K-8,Holy Family Parish,7300 120th Ave NE,98033,-122.18067562,47.67023031,20,LAKE WASHINGTON,0925059018,092505,9018,School-Elementary,0
-122.376216413975,47.5360433517631,326,6600707,493627,660,Northwest Montessori - West Seattle,Northwest Montessori,7344 35th Ave SW,98126,-122.37621848,47.53604157,20,SEATTLE,8122100020,812210,0020,School-Elementary,
-122.282822350219,47.685572854997,327,961,350419,660,Decatur Elementary School,Decatur,7711 43rd Ave NE,98115,-122.28282375,47.68557098,10,SEATTLE,6392002430,639200,2430,School-Elementary,0
-122.264935499445,47.6877923739745,328,6600650,348145,662,Waldorf High School Campus,Waldorf High,7777 62nd Ave NE,98115,-122.26493689,47.68779046,20,SEATTLE,0225049062,022504,9062,School-High,0
-122.235199256652,47.6360514778595,329,6600569,9270,660,Bellevue Christian Three Points School,Bellevue Christian Three Points,7800 NE 28th St  ,98039,-122.23520086,47.63604951,20,BELLEVUE,2425049104,242504,9104,School-Elementary,0
-122.236419474874,47.48549535461,330,2744,518842,664,Secondary Learning Center,Secondary Learning,7800 S 132nd St,98178,-122.23642177,47.48549338,10,RENTON,2144800350,214480,0350,School-Alternative,0
-122.342444800467,47.686257597677,331,838,12293,660,Daniel Bagley Elementary School,Daniel Bagley,7821 Stone Ave N,98103,-122.34244619,47.68625583,10,SEATTLE,0625049048,062504,9048,School-Elementary,2450
-122.219383731274,47.3100540265192,332,23,713208,662,Auburn High School,Auburn,800 4th St NE,98002,-122.21938701,47.31005201,10,AUBURN,1821059082,182105,9082,School-High,2795
-122.16325146512,47.4963539065771,333,6600410,12187,660,Honey Dew Elementary School,Honey Dew,800 Union Ave NE,98059,-122.16325367,47.49635175,10,RENTON,1023059007,102305,9007,School-Elementary,0
-122.300391977906,47.6869822337157,334,6600060,345520,662,University Prep Academy,U Prep,8000 25th Ave NE,98115,-122.30039337,47.68698039,20,SEATTLE,1513800010,151380,0010,School-High,0
-122.233929648342,47.6169256031628,335,139,9272,660,Medina Elementary School,Medina,8001 NE 8th St,98039,-122.23393134,47.61692363,10,BELLEVUE,3625049008,362504,9008,School-Elementary,3436
-121.828838713788,47.5288514469803,336,6600151,195851,665,Administration/Transportation,Admin,8001 SE Cedar St,98065,-121.82884041,47.52884877,10,SNOQUALMIE VALLEY,3024089020,302408,9020,School-Other Facility,0
-122.324813320971,47.6077558949344,337,865,436176,662,O Dea High School,O Dea,802 Terry Ave,98104,-122.32481506,47.60775407,20,SEATTLE,5392100055,539210,0055,School-High,0
-122.231249973387,47.7200416640319,338,503,8619,661,Finn Hill Middle School,Finn Hill,8040 NE 132nd St,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Junior High/Middle,3590
-122.231249973387,47.7200416640319,339,6600176,8619,664,Environmental and Adventure School,Environmental and Adventure,8040 NE 132nd St ,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Alternative,1800
-122.030662469223,47.5214639927298,340,6600367,2421,665,Transportation Center,Transportation Center,805 2nd Ave SE,98027,-122.0306645,47.52146153,10,ISSAQUAH,3424069030,342406,9030,School-Other Facility,0
-122.308533016695,47.6095776853293,341,6600717,432207,661,Lake Washington Girls Middle School,LWGMS,810 18th Ave,98122,-122.30853475,47.60957584,20,SEATTLE,2254502165,225450,2165,School-Junior High/Middle,
-122.167213736767,47.6760966569879,342,487,8630,660,Rose Hill Elementary School,Rose Hill,8110 128th Ave NE,98033,-122.16721511,47.67609457,10,LAKE WASHINGTON,0425059017,042505,9017,School-Elementary,2992
-122.335470899123,47.6897141804504,343,839,331870,662,Bishop Blanchet High School,Blanchet,8200 Wallingford Ave N,98103,-122.33547228,47.6897124,20,SEATTLE,0625049002,062504,9002,School-High,0
-122.229316336267,47.498036829339,344,1304,12261,660,Bryn Mawr Elementary School,Bryn Mawr,8212 S 118th St,98178,-122.22931856,47.49803484,10,RENTON,3810400035,381040,0035,School-Elementary,2439
-122.230924886498,47.7247206390724,345,505,168003,660,Henry David Thoreau Elementary School,Henry David Thoreau,8224 NE 138th St,98034,-122.23092609,47.72471867,10,LAKE WASHINGTON,2426049146,242604,9146,School-Elementary,0
-122.345432283416,47.5003557440592,346,1195,12265,664,Arts & Academics Academy,Arts & Academics Academy,830 SW 116th St,98146,-122.3454345,47.50035391,10,HIGHLINE,0723049367,072304,9367,School-Alternative,0
-122.22982054468,47.6214153011658,347,152,988985,660,St. Thomas School,St. Thomas,8300 NE 12th St,98039,-122.22982221,47.62141332,20,BELLEVUE,2525049106,252504,9106,School-Elementary,0
-122.16006329325,47.5259296818547,348,6600129,744669,660,Newcastle Elementary School,Newcastle,8400 136th Ave SE,98059,-122.16006536,47.52592753,10,ISSAQUAH,3424059034,342405,9034,School-Elementary,4592
-122.318493665246,47.6856591849271,349,963,835351,660,Fairview Christian School,Fairview Christian,844 NE 78th St,98115,-122.31849506,47.68565737,20,SEATTLE,2464400730,246440,0730,School-Elementary,0
-122.319914639278,47.6906173755629,350,981,12395,660,St. Catherine of Siena Parish School,St. Catherine ,8524 8th Ave NE,98115,-122.31991601,47.69061557,20,SEATTLE,5100400125,510040,0125,School-Elementary,0
-122.270910513099,47.5256723691795,351,6600237,927161,662,South Lake High School,South Lake,8601 Rainier Ave S,98118,-122.27091262,47.52567045,10,SEATTLE,2123700250,212370,0250,School-High,3778
-122.26585893092,47.5240718070617,352,1035,530959,662,Rainier Beach High School,Rainier Beach,8815 Seward Park Ave S,98118,-122.26586105,47.52406988,10,SEATTLE,3524049149,352404,9149,School-High,3327
-122.288004194126,47.611182809717,353,1081,443601,660,St. Therese Catholic Academy,St. Therese,900 35th Ave,98122,-122.28800592,47.61118093,20,SEATTLE,9184700280,918470,0280,School-Elementary,0
-122.387098883159,47.6948707375675,354,1012,12287,660,North Beach Elementary School,North Beach,9018 24th Ave NW,98117,-122.38710024,47.69486907,10,SEATTLE,3526039024,352603,9024,School-Elementary,3218
-122.217233495183,47.5716165002238,355,548,9278,662,Mercer Island High School,Mercer Island,9100 SE 42nd St,98040,-122.21723538,47.57161449,10,MERCER ISLAND,1824059005,182405,9005,School-High,3029
-122.335330656906,47.6168745760038,356,6600661,840697,660,Spruce Street School,Spruce Street,914 Virginia St,98101,-122.33533236,47.61687277,20,SEATTLE,0660001365,066000,1365,School-Elementary,0
-122.377602223615,47.6967519682223,357,1017,831688,661,Whitman Middle School,Whitman,9201 15th Ave NW,98117,-122.37760357,47.69675028,10,SEATTLE,3526039131,352603,9131,School-Junior High/Middle,3277
-122.217491015774,47.3183632645784,358,47,715263,660,Green River Montessori School,Green River Montessori,922 12th St NE,98002,-122.21749424,47.31836125,20,AUBURN,3339900900,333990,0900,School-Elementary,0
-122.452254750893,47.4276021249654,359,6600619,21169,660,Chautauqua Elementary School,Chatauqua,9309 SW Cemetery Rd,98070,-122.45225737,47.42760047,10,VASHON ISLAND,0522039067,052203,9067,School-Elementary,4468
-122.370513987414,47.5177434969256,360,1118,501095,660,Roxhill Elementary School,Roxhill,9430 30th Ave SW,98126,-122.37051613,47.5177417,10,SEATTLE,3624039057,362403,9057,School-Elementary,3157
-122.307624416138,47.6984381359195,361,977,258793,660,Sacajawea Elementary School,Sacajawea,9501 20th Ave NE,98115,-122.30762576,47.69843631,10,SEATTLE,8024202285,802420,2285,School-Elementary,3028
-122.456868054226,47.4231433236786,362,780,1060717,662,Vashon Island High School,Vashon Island,9600 SW 204th St,98070,-122.4568707,47.42314168,10,VASHON ISLAND,0522039057,052203,9057,School-High,2419
-122.211762926094,47.6312815388037,363,123,112995,660,Clyde Hill Elementary School,Clyde Hill,9601 NE 24th St,98004,-122.21176454,47.63127952,10,BELLEVUE,8086000305,808600,0305,School-Elementary,2847
-122.209533726463,47.7179697058189,364,508,8623,660,Juanita Elementary School,Juanita,9635 NE 132nd St,98034,-122.20953495,47.7179677,10,LAKE WASHINGTON,3026059039,302605,9039,School-Elementary,2796
-122.258635224928,47.5148208053568,365,1025,512278,660,Emerson Elementary School,Emerson,9709 60th Ave S,98118,-122.25863738,47.51481887,10,SEATTLE,7129302300,712930,2300,School-Elementary,2118
-122.208249489911,47.3860367223878,366,373,801991,660,East Hill Elementary School,East Hill,9825 S 240th St,98031,-122.20825234,47.38603468,10,KENT,1922059001,192205,9001,School-Elementary,2851
-122.108506696178,47.7274383511523,367,642,21190,660,Sunrise Elementary School-Northshore,Sunrise,14075 172nd Ave NE,98052,-122.10850779,47.7274362,10,NORTHSHORE,8121201010,812120,1010,School-Elementary,4187
-122.120819884984,47.6305888796614,368,227,68,660,Sherwood Forest Elementary School-Bellevue,Sherwood Forest,16411 NE 24th St,98008,-122.12082144,47.63058669,10,BELLEVUE,2525059092,252505,9092,School-Elementary,3339
-122.321355881867,47.6168980582417,369,1077,836506,663,Seattle Central College,Seattle Central,1701 Broadway,98122,-122.32135758,47.61689623,10,SEATTLE,6003001130,600300,1130,School-College or University,0
-122.322727058278,47.4427858538765,370,6600247,600823,665,Transportation-Highline,Transportation,17910 8th Ave S,98148,-122.3227296,47.44278401,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.080326942152,47.7590041153761,371,789,21193,660,Bear Creek Elementary School,Bear Creek,18101 Avondale Rd NE,98077,-122.08032784,47.75900197,10,NORTHSHORE,0726069060,072606,9060,School-Elementary,4305
-122.28072709433,47.435139318171,372,1319,12231,661,Chinook Middle School-Highline,Chinook,18650 42nd Ave S,98188,-122.28072968,47.43513742,10,HIGHLINE,3423049044,342304,9044,School-Junior High/Middle,3098
-122.190406071613,47.6121193264656,373,10000023,103991,663,Seattle University Eastside Center,Seattle U Eastside ,200 112th Ave NE,98004,-122.19040776,47.61211727,20,BELLEVUE,2543200070,254320,0070,School-College or University,0
-122.164537166773,47.4026509082375,374,579,8590,660,Sunrise Elementary School-Kent,Sunrise,22300 132nd Ave SE,98042,-122.16453991,47.40264876,10,KENT,1022059180,102205,9180,School-Elementary,4420
-122.025872458367,47.6073744865726,375,175,532317,662,Eastside Catholic High School,Eastside Catholic,232 228th Ave SE,98074,-122.02587406,47.60737209,20,LAKE WASHINGTON,3425069091,342506,9091,School-High,0
-122.01064775926,47.5594910053615,376,6600633,77692,661,Pacific Cascade Middle School,Pacific Cascade,24635 SE Issaquah Fall City Rd,98029,-122.01064959,47.55948853,10,ISSAQUAH,1424069019,142406,9019,School-Junior High/Middle,5200
-122.000248054746,47.3728155946881,377,6600599,667199,661,Summit Trail Middle School,Summit Trail,25600 SE Summit Landsburg Rd,98051,-122.00025093,47.37281307,10,TAHOMA,2622069047,262206,9047,School-Junior High/Middle,4556
-122.021404617835,47.3718965129945,378,6600596,663049,660,Rock Creek Elementary School,Rock Creek,25700 Maple Valley Black Diamond Rd SE,98038,-122.0214075,47.37189404,10,TAHOMA,2722069056,272206,9056,School-Elementary,4415
-122.022192933035,47.3710657004888,379,6600045,860805,665,Administration Center-Tahoma,Admin,25720 Maple Valley Black Diamond Rd SE,98038,-122.02219583,47.37106322,10,TAHOMA,2722069056,272206,9056,School-Other Facility,0
-121.988263631078,47.5704191208779,380,6600350,2413,660,Endeavor Elementary School,Endeavor,26205 SE Issaquah Fall City Rd,98029,-121.98826539,47.57041663,10,ISSAQUAH,1324069062,132406,9062,School-Elementary,4493
-122.358617627122,47.6462768288459,381,6600130,832291,664,Cascade Parent Partnership Program,Cascade PPP,2919 1st Ave W,98119,-122.3586192,47.64627508,10,SEATTLE,2425039001,242503,9001,School-Alternative,0
-122.293644520244,47.5758895467079,382,1173,925881,662,Franklin High School,Franklin,3013 S Mount Baker Blvd,98144,-122.2936464,47.57588767,10,SEATTLE,5700000430,570000,0430,School-High,2182
-122.294446768788,47.2710949665994,383,94,26,660,Rainier View Elementary School-Federal Way,Rainier View,3015 S 368th St,98003,-122.29445026,47.27109312,10,FEDERAL WAY,3321049048,332104,9048,School-Elementary,4422
-122.311150791774,47.3202690090086,384,6600493,862856,665,Administrative Building-Federal Way,Admin,31405 18th Ave S,98003,-122.31115401,47.32026718,10,FEDERAL WAY,0921049233,092104,9233,School-Other Facility,0
-122.028798863765,47.5803368387394,385,366,12225,660,Sunny Hills Elementary School,Sunny Hills,3200 Issaquah Pine Lake Rd SE,98075,-122.0288006,47.58033443,10,ISSAQUAH,1024069041,102406,9041,School-Elementary,3386
-121.904807326973,47.5695280481328,386,6600301,2355,661,Chief Kanim Middle School,Chief Kanim,32627 SE Redmond Fall City Rd  ,98024,-121.90480897,47.56952548,10,SNOQUALMIE VALLEY,1524079112,152407,9112,School-Junior High/Middle,4397
-122.399135418246,47.6482380297339,387,1379,757610,660,Our Lady of Fatima Parish School,Our Lady of Fatima,3301 W Dravus St,98199,-122.39913698,47.64823635,20,SEATTLE,6822100520,682210,0520,School-Elementary,0
-122.349848676287,47.2920079404691,388,328,2391,660,Sherwood Forest Elementary School-Federal Way,Sherwood Forest,34600 12th Ave SW,98023,-122.34985205,47.2920062,10,FEDERAL WAY,4159200004,415920,0004,School-Elementary,4374
-122.338025077723,47.6574564037791,389,847,315735,661,Alexander Hamilton International Middle School,Alexander Hamilton Intl,1610 N 41st St,98103,-122.3380266,47.65745462,10,SEATTLE,4083301505,408330,1505,School-Junior High/Middle,0
-122.117752191976,47.480072782274,390,750,12170,662,Liberty High School,Liberty,16655 SE 136th St,98059,-122.11775447,47.48007052,10,ISSAQUAH,1323059038,132305,9038,School-High,3962
-122.336052087953,47.7550182263472,391,6600102,16164,660,Meridian Park Elementary School,Meridian Park,17077 Meridian Ave N,98133,-122.33605318,47.7550165,10,SHORELINE,3073500050,307350,0050,School-Elementary,3958
-122.289743845429,47.7546068989804,392,1220,8646,660,Brookside Elementary School,Brookside ,17447 37th Ave NE,98155,-122.28974494,47.75460506,10,SHORELINE,1154100565,115410,0565,School-Elementary,3230
-122.358658714062,47.5396092318084,393,890,479979,660,Captain Stephen E. Sanislo Elementary School,Sanislo,1812 SW Myrtle St,98106,-122.35866076,47.53960743,10,SEATTLE,3438502560,343850,2560,School-Elementary,3665
-122.287530090315,47.7258143450843,394,6600697,254353,664,Cedar Park Elementary School,Cedar Park,13224 37th Ave NE,98125,-122.28753131,47.72581248,10,SEATTLE,1454100350,145410,0350,School-Alternative,
-122.149016406257,47.601153093295,395,200,85,660,Lake Hills Elementary School,Lake Hills,14310 SE 12th St,98007,-122.14901812,47.60115095,10,BELLEVUE,0324059022,032405,9022,School-Elementary,3225
-122.114919152939,47.4714350108305,396,755,600543,661,Maywood Middle School,Maywood,14490 168th Ave SE,98059,-122.11492148,47.47143274,10,ISSAQUAH,2423059005,242305,9005,School-Junior High/Middle,3636
-122.166162529765,47.4548046423001,397,726,12171,662,Lindbergh High School,Lindbergh,16426 128th Ave SE,98058,-122.16616497,47.4548025,10,RENTON,2823059042,282305,9042,School-High,3741
-122.323515576653,47.4433650269867,398,6600246,755534,665,Highline School Facility Services,Facility Services,17810 8th Ave S,98148,-122.32351811,47.44336318,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.190664421833,47.7589953766627,399,2141,180835,663,University of Washington-Bothell,UW Bothell,18115 Campus Way NE,98011,-122.19066544,47.75899339,10,NORTHSHORE,0526059057,052605,9057,School-College or University,0
-122.310853570653,47.4044189044987,400,1369,384842,660,St. Philomena Catholic School,St. Philomena,1815 S 220th St,98198,-122.31085632,47.40441705,20,HIGHLINE,0576000260,057600,0260,School-Elementary,0
